TERM	DOC_FREQUENCY	COLL_FREQUENCY	BYTE_OFFSET_PL
opens	10	11	106261
openscloses	10	11	106280
opera	10	11	106287
operate	10	11	106300
operates	10	11	106307
operating	10	11	106314
operation	10	11	106321
operational	10	11	106334
opinion	10	11	106346
opioid	10	11	106359
opioidergic	10	11	106365
opm	10	11	106371
oppenheimer	10	10	106378
opportunities	10	10	106383
opportunity	11	13	106402
opportunityf	11	13	106427
opposed	12	14	106434
opposes	16	19	106446
opposite	16	19	106453
opposition	16	18	106471
oppression	16	18	106478
optic	18	22	106485
optimal	17	20	106498
option	19	22	106505
options	16	18	106554
oracle	25	32	106585
oral	25	32	106592
orbital	19	20	106659
orbiting	18	19	106672
orchard	18	19	106679
orchestra	20	21	106686
order	19	20	106717
ordered	18	23	106794
oregon	18	23	106801
oregons	14	14	106832
oregonâs	14	14	106839
org	14	14	106846
organ	13	13	106859
organic	11	12	106884
organisation	11	11	106890
organization	11	11	106896
organize	18	19	106926
organs	26	30	106950
orgs	28	30	106977
origin	29	30	106990
original	24	25	107063
originally	19	21	107130
originated	28	33	107191
originating	27	28	107210
origination	27	28	107217
origins	38	42	107224
ornamental	47	51	107229
orphans	53	57	107236
oscillating	53	57	107243
osphodiester	64	70	107250
otc	76	82	107257
other	82	88	107264
others	18	20	107747
otherwise	24	29	107802
ou	27	32	107815
our	37	43	107822
out	32	35	108041
outbreak	13	15	108233
outbreaks	13	17	108240
outcome	14	16	108247
outdoor	15	19	108254
outer	16	21	108273
outermost	14	18	108292
outing	15	17	108305
outlets	15	18	108312
outline	16	18	108319
outlined	16	18	108326
outlook	16	18	108333
outpace	16	18	108352
output	16	18	108359
outputsformula	21	25	108384
outside	25	29	108391
outsiders	29	33	108422
outward	37	41	108429
over	41	45	108435
overall	12	12	108676
overcome	14	14	108707
overdosage	14	14	108714
overdose	15	15	108721
overlooking	14	14	108734
overnight	14	14	108741
overpay	14	14	108754
overpopulation	14	14	108761
oversees	14	14	108768
overthecounter	13	13	108779
overthrow	13	13	108786
overturned	13	13	108792
overview	14	15	108799
overweight	15	16	108812
overwhelmingly	12	13	108837
owe	12	13	108844
own	12	14	108851
owned	11	14	108882
owner	12	15	108907
owners	11	12	108938
ownership	11	12	108951
oxford	16	18	108970
oxygen	16	18	108977
oyj	16	17	108990
oâ¦nly	17	19	108997
p	17	19	109003
p0901	17	19	109010
pa	16	18	109023
pace	10	11	109066
pacific	12	14	109079
pack	12	14	109090
packages	12	14	109097
packaging	12	15	109109
packed	12	15	109116
packets	12	15	109129
pads	13	16	109136
page	13	17	109143
pages	17	21	109191
paid	25	36	109204
pain	27	40	109241
painful	11	11	109380
pains	12	12	109393
pairs	12	12	109399
pakistan	12	12	109406
palate	13	15	109413
pale	14	18	109420
palestine	14	18	109426
pallets	15	19	109432
palm	16	20	109439
palmero	16	20	109452
palpitations	16	20	109465
panamax	16	21	109478
pancreas	20	26	109491
pancreatitis	20	26	109502
panel	20	26	109513
panels	19	25	109526
pangaon	18	24	109537
papageorgiou	13	16	109574
paper	13	16	109581
par	13	16	109611
paracetamol	13	16	109618
parakaleo	14	18	109625
parallel	13	17	109638
paraparesis	14	19	109645
paraphrase	15	20	109661
paraphrases	15	20	109668
parasympathetic	15	20	109675
parecords	15	18	109688
parent	15	18	109695
parents	16	19	109702
parish	21	26	109727
park	20	26	109770
parliament	21	27	109807
parnate	22	27	109820
part	26	31	109827
partially	11	18	109974
participants	11	18	109981
participation	11	18	109987
particle	11	20	109994
particles	11	20	110007
particular	11	20	110014
particularly	11	20	110033
parties	11	20	110039
partiesisclaimer	11	20	110045
partly	11	20	110052
partner	14	23	110059
parts	16	20	110078
parttime	15	19	110111
party	13	17	110136
pass	13	17	110154
passed	14	18	110161
passengers	12	15	110221
passes	12	15	110228
passing	14	17	110235
passion	14	17	110242
password	14	17	110255
past	14	17	110262
pastcharles	13	16	110293
patch	13	16	110300
path	13	16	110307
pathological	12	13	110320
pathologies	12	13	110327
pathologist	14	16	110334
pathologists	16	22	110353
pathologistsâ	12	14	110384
pathology	17	19	110391
paths	12	13	110428
pathsenital	11	11	110453
pathway	11	11	110460
patient	12	12	110467
patients	14	16	110491
patientsâ	12	12	110542
patio	11	11	110555
patriarch	12	12	110562
patrol	11	11	110575
patrolled	11	11	110582
patterns	13	13	110589
paul	13	13	110596
pave	13	13	110603
paving	13	13	110610
pawn	14	23	110621
pax	14	23	110628
pay	15	24	110635
payable	16	26	110678
paying	17	27	110691
payment	21	32	110710
payscalecom	19	30	110735
pbc	19	30	110742
pbeaches	17	19	110758
pdf	17	19	110765
pdf255k	15	16	110784
pdfs	15	16	110791
peace	17	19	110798
peaceful	17	19	110811
peak	17	20	110822
pearl	17	22	110841
peasants	18	23	110848
pecuniary	18	23	110854
pee	18	23	110861
peel	18	23	110867
peer	29	37	110874
pendimethalin	33	43	110887
peninput	36	52	110894
peninsula	38	56	110901
pennsylvania	38	57	110907
penrhyn	35	53	110950
pentagonrelated	37	55	110957
pentecost	39	57	110970
people	44	62	110976
peoplectober	19	28	111235
peoplehistorical	20	29	111242
peoples	20	29	111249
peopleâs	21	30	111262
per	23	35	111274
perceive	12	12	111412
perceived	12	12	111419
percent	17	19	111432
percentage	14	15	111492
percussion	13	14	111505
perennial	11	12	111524
perfect	15	16	111531
perfectly	21	23	111562
perform	21	23	111569
performance	17	19	111610
performances	19	22	111635
performed	19	22	111642
performing	17	20	111677
performs	17	20	111690
perfume	17	20	111697
perhaps	17	20	111704
perhour	18	21	111732
pericardritis	18	20	111739
period	21	23	111745
periodic	20	40	111837
periods	15	16	111892
peripheral	12	13	111923
perks	12	13	111930
permafrost	13	15	111937
permanent	13	15	111950
permission	22	31	111957
permit	23	32	111964
permits	24	33	111971
permitted	23	33	111990
peroxisomal	25	35	112008
peroxisome	25	35	112014
perpendicular	25	35	112020
perplexing	23	32	112039
person	23	32	112046
personal	12	15	112179
personality	11	14	112198
personalized	11	14	112205
personnel	11	14	112212
persons	11	14	112219
personâs	10	13	112237
perspective	11	13	112244
persuade	10	11	112257
pesky	10	11	112264
petition	10	15	112271
petitions	10	11	112278
pets	10	11	112285
pga	10	10	112292
ph	13	17	112299
pharisaical	14	18	112306
pharyngeal	14	18	112312
pharynx	13	17	112325
phase	16	25	112332
phases	11	11	112387
phd	10	10	112400
phenelzine	9	9	112419
phenomena	13	18	112426
phenomenon	15	20	112433
phi	16	23	112458
philadelphia	17	24	112464
phillip	17	24	112471
philosopher	19	26	112478
philosophy	19	27	112485
phloem	26	38	112502
phone	18	25	112548
phones	17	24	112591
photo	16	25	112604
photograph	15	22	112623
photographs	18	25	112628
photon	21	28	112635
photons	18	20	112672
photos	19	25	112679
photoshop	17	23	112722
photosynthesis	17	23	112729
photosynthetic	15	21	112750
phrase	14	20	112761
phrases	14	18	112774
physical	13	17	112793
physically	13	14	112842
physicist	13	14	112849
physics	13	14	112854
physiology	15	16	112873
piano	15	16	112880
pick	15	16	112911
picked	15	16	112930
picture	15	16	112937
pictures	15	16	112944
piece	16	17	112951
pieces	14	14	112988
pieter	19	21	113001
pillars	16	18	113026
pilot	16	18	113033
pilots	15	19	113052
pin	16	20	113059
pine	16	20	113066
pins	18	22	113085
pk	19	23	113092
pl	22	27	113099
place	24	29	113106
placement	18	21	113215
places	17	22	113240
placesin	17	22	113271
plague	18	23	113278
plagues	18	23	113291
plain	18	24	113304
plains	18	23	113317
plainsiberia	17	21	113336
plaintiff	19	23	113343
plan	19	22	113350
planned	17	22	113387
planning	17	22	113394
plans	17	22	113407
plant	17	22	113420
plantbased	11	12	113463
planted	11	12	113470
plants	14	16	113482
plastic	11	12	113515
plate	13	14	113533
platform	13	14	113546
platforms	14	21	113553
play	15	23	113566
played	14	14	113615
players	12	12	113658
playing	15	15	113683
playingctober	12	12	113714
playingn	12	12	113721
plays	12	12	113728
plazahagerstown	10	10	113759
plc	18	21	113766
please	18	21	113773
plentyâso	10	10	113869
plexus	10	10	113876
plotted	10	10	113883
plugged	11	12	113890
plus	13	14	113903
plywood	10	13	113946
pm	13	15	113959
pmsa	14	16	113978
pneumonia	15	16	113985
pneumonoultramicroscopicsilicovolcanoconiosis	14	15	113998
pneumothorax	15	16	114005
png	15	16	114011
pod	11	12	114042
pods	11	12	114049
poem	13	15	114056
poetry	13	15	114063
poignant	12	14	114076
point	14	17	114083
pointblank	10	12	114149
pointreen	10	12	114156
points	13	15	114163
pointslope	9	12	114206
poisoned	10	13	114213
pol	10	13	114220
polar	11	15	114227
polarization	11	14	114234
pole	11	14	114241
police	14	17	114248
policies	15	17	114255
policy	14	18	114297
political	11	13	114345
politically	20	41	114370
politics	20	41	114377
polling	25	48	114396
polyglandular	25	48	114403
polymerase	25	48	114409
polymerases	20	39	114452
polymerization	19	38	114465
polynesian	19	38	114472
polynesians	19	38	114479
pond	20	40	114486
pooch	20	41	114493
pools	22	43	114500
poor	22	43	114507
pop	22	43	114526
poppen	22	42	114533
poppins	29	57	114546
populace	30	63	114553
popular	45	91	114560
popularity	46	90	114608
popularly	45	89	114621
popularmechanics	45	89	114634
populated	53	113	114641
population	59	126	114648
populous	11	13	114997
poret	18	21	115010
porn	17	18	115023
port	17	18	115030
portable	10	10	115097
portauxfrancais	9	9	115116
portindustrial	11	11	115123
portion	12	12	115130
portrayed	9	9	115184
portrays	9	9	115191
portuguãªs	9	9	115198
portâ	9	9	115205
position	9	9	115212
positional	12	14	115237
positive	12	12	115244
positively	11	11	115287
possessed	11	11	115293
possession	11	11	115300
possibility	11	11	115313
possible	13	13	115325
possibleplease	10	11	115376
possibly	11	12	115383
post	11	13	115402
postal	16	23	115439
postcode	13	15	115476
posted	11	14	115495
postemergent	11	13	115508
posteriorly	11	12	115515
posting	11	12	115522
postmaster	11	12	115529
postpanamax	12	13	115536
postponed	12	13	115543
postsecondary	13	14	115549
posttraumatic	13	14	115556
potent	17	19	115563
potentially	17	19	115570
potters	16	18	115583
pottery	16	18	115590
poverty	16	18	115597
power	15	17	115608
powered	10	10	115657
powerful	10	10	115663
powers	10	10	115698
ppdb	13	14	115711
practice	13	14	115718
practices	11	16	115779
practisingne	14	20	115785
prague	15	21	115792
praising	11	16	115829
pre	11	16	115836
prealgebra	10	15	115849
preceded	10	15	115856
precedes	9	14	115869
preceding	11	16	115881
precinct	10	15	115894
precincts	10	12	115901
precipitate	10	12	115908
precipitation	10	12	115915
precursor	10	11	115922
predestining	10	10	115929
predict	11	11	115936
predictable	12	12	115943
predicted	12	12	115950
predicts	12	12	115957
preemergent	19	32	115964
prefer	12	12	116013
preferred	12	12	116026
prefixed	10	11	116063
pregnancy	10	12	116070
pregnant	10	12	116077
prehistoric	12	16	116090
prejudiced	12	17	116097
prem	12	17	116104
premieres	12	16	116111
premierespremiã¨res	12	16	116118
premium	12	16	116125
premiums	10	10	116156
prep	12	12	116169
preparation	13	13	116176
preparatory	13	13	116183
prepare	12	12	116208
prepared	12	12	116215
prescribed	12	13	116222
prescriber	11	12	116235
prescription	11	12	116242
presence	11	12	116249
present	14	15	116283
presentation	11	17	116347
presented	10	15	116369
presenting	10	16	116388
presents	10	16	116394
president	11	17	116412
press	18	43	116419
pressure	18	43	116426
pressures	9	10	116515
pressureâthatâs	9	10	116522
presumptive	9	10	116529
pretenderheyve	9	10	116536
pretty	9	10	116543
prevalence	11	13	116562
prevalent	11	13	116569
prevent	11	13	116576
prevented	9	10	116607
preventer	12	15	116626
preventing	9	11	116651
prevention	9	11	116658
previous	9	10	116665
previously	9	10	116677
price	9	10	116690
priced	11	11	116720
prices	22	30	116727
primarily	23	31	116746
primary	36	50	116758
prime	27	38	116829
primers	17	20	116913
prince	16	19	116926
princip	16	20	116933
principal	10	11	116976
principles	10	11	116983
printed	10	11	117001
printer	10	11	117014
prints	10	11	117021
prior	10	11	117028
priorities	11	12	117035
prioritizing	11	12	117042
prism	11	12	117049
prison	11	12	117056
privacy	11	12	117063
private	12	13	117070
probability	15	16	117095
probably	15	16	117102
probation	17	17	117145
problem	17	17	117151
problematic	16	16	117188
problems	17	17	117195
procedurechoosing	12	14	117285
procedures	15	20	117298
proceeding	17	20	117315
process	17	20	117322
processes	10	10	117411
processing	10	10	117423
processor	10	10	117430
processor1	10	10	117437
procure	11	11	117444
produce	11	11	117451
produced	12	13	117475
producers	10	10	117503
produces	10	10	117510
producing	10	10	117529
product	10	10	117536
production	9	9	117561
productive	12	13	117573
products	14	15	117580
professional	12	12	117650
professionally	18	21	117681
profile	18	21	117688
profit	20	23	117707
prognosticate	19	22	117720
program	26	38	117727
programming	14	23	117877
programs	14	23	117884
progresses	17	24	117944
progressive	17	24	117950
prohibit	17	24	117956
project	25	40	117962
projected	12	12	118071
projection	11	11	118096
projections	10	10	118109
projectoriented	10	10	118128
projects	10	10	118135
prolonged	10	10	118163
promote	10	10	118170
prompt	11	11	118182
prompted	15	18	118189
prone	15	18	118196
pronounce	15	18	118203
proof	15	18	118210
proofread	16	19	118223
propagation	18	21	118230
proper	19	24	118237
properly	19	24	118244
properties	18	23	118267
property	15	15	118316
propertys	11	11	118359
proportion	12	12	118366
proportional	17	18	118373
proportions	17	18	118380
proposal	17	18	118387
proposes	17	18	118394
props	18	19	118401
propulsive	18	19	118408
prosecuted	17	19	118421
prosecution	17	19	118428
prosecutor	17	19	118435
prosperity	17	19	118442
protect	20	27	118449
protected	19	26	118462
protection	19	26	118474
protein	16	18	118499
proteins	16	18	118518
protocol	15	17	118537
protocols	16	18	118544
protocolsalgorithm	15	17	118557
protons	15	17	118564
prototype	15	17	118571
proud	15	17	118578
prove	15	17	118584
proven	15	17	118591
provencal	15	17	118598
provide	15	17	118605
provided	21	27	118689
provider	14	20	118762
providerhen	11	11	118805
providerny	11	11	118812
provides	13	14	118819
providing	11	13	118856
provinces	14	15	118881
proximity	14	17	118894
pruritus	15	19	118905
psi	15	17	118911
psychedelic	13	14	118930
psychic	16	17	118937
psychokinesis	17	18	118944
psychological	18	19	118957
ptex	19	21	118970
public	19	21	118977
publication	14	18	119044
published	12	15	119063
publisher	19	30	119112
publishers	19	28	119119
pubmed	19	27	119126
puffball	19	27	119132
pull	18	25	119145
pulled	18	25	119152
pulse	24	35	119159
pumping	16	20	119220
pumps	15	19	119233
punctuation	15	19	119240
punishment	15	19	119247
pupil	15	19	119253
pupillae	9	10	119296
pupillary	15	21	119303
pupils	12	12	119346
purchase	10	11	119377
purchased	10	11	119390
purchases	11	13	119403
pure	11	13	119410
purely	11	13	119417
purpose	11	13	119424
purposes	11	14	119460
pursue	10	13	119478
pursued	10	13	119485
pursuing	10	13	119492
pursuit	11	14	119505
pushed	13	16	119517
pushes	13	16	119524
pushing	13	16	119531
put	13	16	119538
putdowns	10	11	119591
putting	10	10	119598
puzzlesâand	10	10	119605
pyramid	10	10	119612
qc	9	9	119631
qsr	9	9	119638
quadcore	9	9	119644
quadratic	12	12	119651
qualifications	12	12	119658
qualified	14	14	119665
qualities	15	15	119684
quality	15	15	119691
quantity	15	15	119757
quantum	16	16	119764
quarters	14	14	119783
quartet	15	16	119790
quartile	12	13	119815
quebec	13	14	119822
queens	14	15	119829
question	14	15	119836
questions	19	21	119889
quick	16	16	119938
quickfacts	13	14	119993
quickly	13	13	120000
quiet	16	19	120025
quite	16	19	120032
quoted	17	22	120069
r	17	23	120076
race	17	23	120081
races	11	12	120154
rachmaninoff	13	15	120167
radiates	13	15	120174
radiating	13	15	120181
radiation	14	16	120188
radical	17	17	120225
radii	17	17	120231
radio	17	17	120244
rage	18	19	120281
railroad	16	17	120300
railroads	16	17	120307
rails	16	17	120313
railway	16	17	120325
rain	16	17	120332
rainfall	14	14	120387
rains	12	13	120418
rainwater	13	14	120424
raise	13	14	120431
raised	12	13	120444
raises	12	13	120451
raka	11	12	120462
rakahangamanihiki	18	26	120469
rake	21	32	120476
raked	14	18	120525
rakefile	14	18	120532
raking	14	20	120539
ramada	14	18	120546
ran	11	12	120571
ranch	14	16	120584
randomised	14	16	120591
randy	12	14	120610
range	12	14	120617
ranges	18	25	120677
ranging	16	23	120708
rank	16	23	120715
ranked	14	19	120734
ranking	15	19	120758
rankings	15	19	120765
ranks	15	19	120772
rapd	15	19	120785
rapid	15	20	120792
rapidly	13	18	120822
rapport	23	38	120829
rarotonga	23	38	120836
rarotongan	23	40	120843
rat	23	38	120850
rate	23	38	120857
rated	14	17	120978
rates	13	14	120991
rather	15	16	121009
rating	14	16	121044
ratings	15	18	121051
ratio	16	19	121058
raucous	15	19	121101
raw	15	19	121108
rays	14	17	121121
rcts	13	16	121140
rd	12	15	121151
re	13	17	121158
reach	13	16	121177
reached	12	14	121208
reaches	11	12	121227
reaching	11	12	121240
reaction	13	14	121253
reactor	19	27	121290
read	22	30	121295
readers	21	28	121356
reading	21	28	121363
ready	23	31	121394
real	22	29	121413
realaudio	13	14	121510
really	13	14	121517
realty	14	14	121536
realworld	14	14	121543
rear	14	14	121550
reason	14	14	121557
reasonable	15	16	121594
reasons	14	15	121613
reassured	10	10	121663
rebellious	11	12	121670
rebuking	11	12	121677
rec01	12	13	121684
rec02	12	13	121697
rec03	12	12	121710
receiptsrevenue	11	11	121723
receivable	11	12	121730
receive	11	11	121737
received	10	10	121767
receives	9	9	121798
recent	9	9	121811
recently	9	9	121836
reception	9	10	121866
receptors	9	10	121879
recipe	10	11	121886
recipient	11	14	121893
recipients	13	16	121906
reclassified	12	15	121919
recognition	12	15	121926
recognizable	12	15	121933
recognized	11	14	121946
recommen	11	14	121959
recommend	11	14	121966
recommendations	12	15	121979
recommended	14	18	121986
record	13	18	121999
recordbook	12	13	122042
recorded	12	13	122049
records	11	12	122080
recovery	11	12	122104
rectangular	11	12	122116
rectifying	11	12	122123
rectum	11	12	122130
rectumerpes	11	11	122137
recurrences	11	12	122144
recycling	12	13	122151
red	11	12	122164
redcolored	14	17	122206
redemption	14	17	122212
redistricting	13	15	122225
reduce	15	17	122232
reduction	14	16	122263
refer	10	10	122300
reference	10	10	122313
referencing	10	11	122344
referendum	10	11	122351
referred	10	11	122358
referring	15	19	122383
refers	16	20	122396
refills	16	20	122425
reflected	16	20	122432
reflecting	16	20	122438
reflex	16	20	122444
reflexes	13	13	122475
reflexive	12	12	122488
reflux	15	16	122495
reform	15	16	122501
reformer	17	18	122508
refrigerant	17	18	122515
refrigerator	21	24	122522
refund	17	18	122553
refundable	16	17	122566
refuse	16	17	122573
regarded	16	17	122580
regardless	16	17	122587
regards	16	17	122606
region	16	18	122613
regional	13	19	122679
regions	16	22	122703
regionshere	17	19	122716
registered	18	20	122723
registration	11	14	122808
regular	14	16	122821
regularbleach	11	13	122858
regularbleach1	11	13	122865
regularly	11	13	122872
regulated	11	13	122879
regulations	11	14	122886
rehabilitation	11	13	122899
reigns	12	15	122906
reinsdorf	13	15	122913
rejected	13	15	122920
relate	13	16	122927
related	15	18	122934
relatedness	12	13	122994
relations	12	13	123001
relationship	14	14	123019
relationships	10	10	123058
relative	10	10	123064
relatively	10	10	123083
relatives	10	10	123089
relax	10	11	123096
relaxation	10	11	123109
relaxed	10	12	123115
release	9	11	123128
released	9	10	123141
releases	9	10	123166
relevance	9	10	123173
relevant	9	10	123186
reliabil	9	10	123193
reliability	10	11	123200
reliable	10	11	123207
reliably	10	11	123214
reliant	9	10	123227
relief	10	11	123234
reliever	10	11	123247
religion	10	12	123254
rely	11	14	123267
remain	11	14	123274
remains	10	11	123310
remark	12	13	123334
remarkable	13	14	123347
remax	13	14	123354
remedies	13	14	123361
remember	13	14	123368
remodeling	13	14	123375
remote	13	14	123382
remove	12	12	123407
removed	11	11	123420
removing	11	11	123433
renamed	11	11	123440
render	12	12	123447
rendering	12	12	123454
renkaat	12	12	123461
rennet	12	12	123468
renowned	12	12	123475
rent	12	12	123482
renting	11	11	123507
repair	12	12	123514
repairing	11	11	123536
repealed	10	10	123547
repeat	10	10	123554
repeated	12	12	123573
repel	14	18	123580
repellant	14	19	123587
repellent	19	26	123594
repelling	13	13	123649
repentance	12	14	123662
repentanceâ	12	15	123669
repere	12	14	123676
replace	12	14	123683
replaced	13	15	123696
replaces	11	13	123726
replacing	13	15	123739
replication	20	22	123757
replies	15	17	123794
report	15	17	123801
reported	11	11	123850
reporting	13	16	123863
reports	13	16	123870
represent	13	16	123889
representation	13	16	123896
representative	14	18	123915
representatives	11	12	123958
represented	11	12	123975
representing	17	20	123987
represents	17	20	123994
reproduced	16	18	124019
reproving	16	18	124025
republic	16	18	124032
republicâdied	16	18	124045
reputable	16	18	124052
reputation	17	19	124065
reputed	11	11	124114
repã¨re	12	13	124121
request	12	13	124128
requests	12	13	124135
require	11	12	124148
required	12	12	124178
requirement	10	10	124227
requirements	11	11	124234
requires	12	13	124283
resale	9	10	124325
research	9	9	124332
researchers	12	15	124361
researching	12	15	124372
researchoriented	12	15	124385
reseed	12	15	124392
reserved	12	15	124399
reserves	12	15	124406
reside	12	15	124412
residence	13	16	124419
residency	15	19	124432
residential	14	17	124445
residents	13	16	124463
resistance	9	11	124524
resolve	9	11	124531
resorts	9	12	124537
resource	9	12	124544
resourceful	9	10	124569
resources	9	10	124576
respected	9	9	124587
respective	9	9	124593
respectively	9	9	124600
respiratory	9	9	124619
respond	9	9	124626
responding	20	23	124650
response	20	23	124656
responses	11	12	124723
responsible	11	12	124730
responsive	9	9	124766
responsiveness	9	9	124773
rest	9	9	124780
restaurants	13	13	124805
resting	15	17	124811
restorative	17	20	124824
restrict	15	16	124840
result	16	18	124846
resulted	10	12	124935
resulting	10	12	124941
results	10	13	124953
resume	9	10	124983
resurfacing	9	10	124990
retail	9	10	124996
retaining	10	11	125002
retention	9	10	125013
retested	9	10	125020
retina	9	10	125027
retinal	9	10	125034
retirees	10	11	125041
retirement	9	10	125054
retsina	9	11	125061
return	10	12	125068
returnable	10	11	125081
returned	10	11	125088
returns	11	13	125100
reusable	11	13	125107
reuters	11	13	125114
reutersju	11	13	125121
reveal	11	13	125128
revealed	10	11	125139
reveals	10	11	125146
revenge	10	11	125153
revenue	16	19	125160
reverberating	18	21	125173
reverse	19	22	125179
review	19	22	125186
reviewers	11	13	125269
reviews	11	13	125276
reviewâ¦	11	13	125295
revise	11	13	125302
revolution	10	12	125315
revolutionary	12	14	125328
rewarding	18	26	125334
rfid	18	25	125341
rhenish	18	25	125348
rhythm	18	25	125355
rib	18	30	125374
ribcage	12	18	125410
ribs	16	25	125416
rica	22	31	125448
ricardo	13	18	125499
ricaâs	14	19	125518
rich	15	20	125524
richard	13	18	125546
rid	15	21	125553
riders	15	21	125577
ridge	18	24	125584
ridiculously	17	22	125603
rife	16	22	125616
riga	19	26	125623
right	19	27	125634
righteous	11	11	125723
rigid	12	13	125730
rindfleischetikettierungsã¼berwachungsaufgabenã¼bertragungsgesetz	12	13	125737
ripened	12	14	125744
ripens	12	14	125750
rise	13	16	125756
rises	21	24	125791
rising	21	23	125798
risk	26	31	125822
rivaled	20	25	125928
river	19	24	125941
rivers	15	17	125976
rj	15	17	125989
rm	19	21	125996
rna	19	22	126027
road	19	23	126034
roads	22	27	126053
roadways	19	21	126084
robbie	19	21	126091
robert	19	21	126098
robinson	15	15	126151
rochester	15	15	126158
rock	15	15	126165
rodrigues	11	11	126196
role	11	11	126203
roles	14	21	126250
rolled	12	19	126269
roman	19	28	126276
romana	12	19	126325
romans	14	21	126332
romantic	17	25	126351
rome	19	28	126358
romes	15	23	126395
roof	14	22	126408
room	12	14	126427
rooms	11	16	126464
roots	11	17	126471
rosemont	9	14	126493
ross	9	13	126500
rotator	9	12	126507
roth	9	12	126514
rotten	9	12	126521
rotterdam	9	12	126528
rotunda	9	11	126535
rouge	9	11	126542
roughly	9	11	126549
round	10	12	126568
rounded	10	12	126581
route	10	12	126588
row	10	12	126595
rows	10	12	126602
royal	9	11	126615
rsv	9	11	126628
rubbish	9	11	126635
ruby	9	12	126642
ruffalo	9	11	126649
rule	9	13	126656
rules	11	16	126680
ruling	10	13	126705
rulli	12	15	126718
rumor	12	15	126725
run	12	15	126732
runes	14	17	126763
running	16	20	126770
runs	13	16	126811
ruptured	11	13	126842
rural	11	13	126848
russell	11	13	126861
russia	11	13	126868
russian	10	11	126893
rutherford	10	11	126900
rv	10	10	126907
ryan	10	10	126914
rye	10	10	126921
rã©union	10	10	126927
s	10	11	126934
sabkénëtrókté	10	10	126953
sabëkontraktér	10	10	126960
sac	11	11	126967
sacklike	12	12	126973
sacramento	12	12	126980
safe	12	12	126987
safeguard	12	12	127006
safely	13	13	127013
safety	13	13	127020
said	10	10	127055
sailor	13	15	127092
sailors	11	13	127111
saint	11	13	127118
saintpierre	12	14	127130
saints	14	18	127137
sake	16	20	127144
salaries	23	29	127151
salary	23	30	127158
sale	24	30	127165
sales	21	24	127232
saliva	22	25	127239
salivary	22	25	127246
salmond	22	25	127253
salmondif	21	24	127266
salt	22	25	127273
salty	21	22	127297
sam	21	23	127304
samcon	21	22	127311
same	23	24	127318
sameday	17	19	127427
sample	17	19	127440
samples	16	18	127465
samsung	16	18	127472
san	16	18	127479
sand	13	15	127516
sandy	13	15	127529
sanhedrin	15	19	127542
sans	15	20	127553
sap	15	20	127560
sarajevo	14	18	127571
sarejevo	11	14	127596
sarwat	15	17	127603
saskatchewan	15	17	127610
sat	16	18	127617
satact	15	15	127630
satisfaction	16	16	127637
satisfied	16	16	127643
saturday	17	17	127656
save	17	18	127663
savedhank	15	16	127694
savings	15	16	127701
saw	15	15	127714
say	19	19	127732
saybrandy	11	12	127835
saying	11	12	127842
says	11	13	127849
scale	12	13	127868
scales	12	14	127875
scandinavia	14	17	127882
scandinavian	14	16	127889
scar	14	16	127896
scarring	14	17	127902
scenario	16	18	127908
scene	16	18	127915
scent	16	18	127922
schedule	15	18	127941
scheduling	15	18	127948
scholars	18	28	127961
school	18	28	127968
schools	12	13	128058
schumanns	12	12	128083
science	12	12	128090
scienceview	11	12	128113
scientific	12	13	128120
scientist	16	25	128143
scientists	14	23	128162
score	16	26	128167
scores	17	27	128174
scotland	17	27	128181
scotlandmithsmith	12	13	128218
scotlands	12	13	128225
scotlandâs	12	14	128232
scots	13	14	128239
scottish	18	31	128252
scotts	20	26	128301
screen	18	22	128320
screening	19	23	128351
scripture	19	22	128367
sea	19	22	128374
sean	12	13	128435
seaport	13	13	128442
search	13	13	128449
searches	15	17	128480
searching	17	21	128487
season	17	21	128494
seasons	19	20	128546
seat	19	20	128552
seats	18	19	128571
seattle	19	23	128578
secale	19	20	128591
second	20	21	128597
secondary	11	12	128704
secondlargest	11	12	128711
seconds	12	13	128718
secondyear	11	12	128731
secrecy	11	12	128738
secret	11	12	128745
secretary	10	11	128762
secretarytreasurer	14	15	128769
secreted	14	15	128775
secretions	14	15	128781
section	16	18	128788
sections	18	21	128806
sector	23	29	128837
sectors	23	29	128843
secure	23	30	128850
securitization	24	31	128857
security	24	31	128863
sedges	22	26	128934
sediment	26	29	128941
see	30	33	128948
seed	14	16	129124
seedlingshat	16	18	129155
seeds	21	30	129162
seek	11	11	129235
seemlooksoundsmelltastefeel	13	13	129247
seems	13	13	129254
seen	11	11	129285
seer	9	9	129331
segmented	9	10	129338
select	9	10	129345
selectable	10	12	129376
selected	10	11	129383
selection	10	11	129400
selfadjusting	9	9	129425
selfgovernment	9	9	129432
selfpropelled	9	9	129439
sell	11	14	129446
sellers	11	14	129465
selling	11	14	129472
sells	11	14	129485
semester	11	14	129492
semesters	13	16	129499
semihard	11	14	129518
seminole	14	18	129525
semipublic	15	20	129532
semitrailer	18	23	129539
senate	17	21	129558
send	16	19	129571
sending	15	17	129595
senior	16	18	129608
seniors	13	15	129645
sensational	13	15	129652
sense	13	15	129659
senses	9	9	129713
sensitiverule	9	9	129720
sensitivity	9	10	129727
sensor	9	10	129734
sensory	9	10	129741
sensuality	9	10	129748
sent	12	13	129755
